form	lemma	POS	morph
པར་སྐྲུན་	པར་སྐྲུན་	OTHER
སྐབས་	སྐབས་	NOUN
བརྒྱད་	བརྒྱད་	NUM
ཀྱི་	གི་	PART
སྟོང་ཐུན་	སྟོང་ཐུན་	OTHER
བཅའ་	བཅའ་	VERB
མཛད་	མཛད་	VERB
ཅིང་	ཅིང་	PART
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
སློབ་མ་	སློབ་མ་	NOUN
ཞྭ་དམར་	ཞྭ་དམར་	PROPN
སྐུ་ཕྲེང་	སྐུ་ཕྲེང་	NOUN
དང་པོ་	དང་པོ་	ADJ
རྗེ་	རྗེ་	NO_POS
གྲགས་པ་	གྲགས་པ་	VERB
སེངྒེས་		NON_WORD
གསང་ཕུ་	གསང་ཕུ་	NO_POS
ར་	ལ་	PART
བྱོན་	བྱོན་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
འཇམ་དབྱངས་	འཇམ་དབྱངས་	PROPN
ཤཱཀ་		NON_WORD
གཞོན་པ་	གཞོན་པ་	NOUN
དང་	དང་	NO_POS
བློ་གྲོས་	བློ་གྲོས་	NOUN
མཚུངས་མེད་	མཚུངས་མེད་	OTHER
ལ་	ལ་	PART
ཕར་ཕྱིན་	ཕར་ཕྱིན་	NOUN
གསན་པ་	གསན་པ་	VERB
ས་	གིས་	PART
མཁས་པ་	མཁས་པ་	VERB
འི་	གི་	PART
སྙན་གྲགས་	སྙན་གྲགས་	NOUN
རྒྱ་	རྒྱ་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
ཕར་ཕྱིན་	ཕར་ཕྱིན་	NOUN
གྱི་	གི་	PART
འགྲེལ་ཆེན་	འགྲེལ་ཆེན་	NOUN
མཛད་པ་	མཛད་པ་	VERB
།		PUNCT
རྗེ་	རྗེ་	NO_POS
ཀརྨ་	ཀརྨ་	NO_POS
ཕྲིན་ལས་པ་	ཕྲིན་ལས་པ་	NOUN
ས་	གིས་	PART
དྲི་ལན་	དྲི་ལན་	OTHER
རྣམ་ཐར་	རྣམ་ཐར་	NOUN
དོན་བསྡུས་	དོན་བསྡུས་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
གསུངས་	གསུངས་	VERB
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
ཀརྨ་པ་	ཀརྨ་པ་	NO_POS
བདུན་པ་	བདུན་པ་	NUM
ཆོས་གྲགས་	ཆོས་གྲགས་	PROPN
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
ས་	གིས་	PART
བསྟན་བཅོས་	བསྟན་བཅོས་	NOUN
མངོན་རྟོགས་	མངོན་རྟོགས་	NOUN
རྒྱན་	རྒྱན་	NOUN
གྱི་	གི་	PART
འགྲེལ་པ་	འགྲེལ་པ་	NOUN
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
གསུམ་	གསུམ་	NUM
གྱི་	གི་	PART
སྒྲོན་མེ་	སྒྲོན་མེ་	NOUN
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
འི་	གི་	PART
རྒྱས་འགྲེལ་	རྒྱས་འགྲེལ་	OTHER
ཐུགས་	ཐུགས་	NOUN
རྩོམ་	རྩོམ་	VERB
གནང་	གནང་	NO_POS
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
སློབ་མ་	སློབ་མ་	NOUN
འི་	གི་	PART
མཆོག་གྱུར་	མཆོག་གྱུར་	ADJ
རྗེ་བཙུན་	རྗེ་བཙུན་	NOUN
ཀརྨ་	ཀརྨ་	NO_POS
ཕྲིན་ལས་	ཕྲིན་ལས་	NOUN
ཞེ་	ཅེས་	PART
ཡོངས་སུ་	ཡོངས་སུ་	NO_POS
གྲགས་པ་	གྲགས་པ་	VERB
དེ་ཉིད་	དེ་ཉིད་	NOUN
ཀྱིས་	གིས་	PART
རྗེ་	རྗེ་	NO_POS
གསུམ་པ་	གསུམ་པ་	NUM
རང་བྱུང་	རང་བྱུང་	NOUN
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འི་	གི་	PART
མངོན་རྟོགས་	མངོན་རྟོགས་	NOUN
རྒྱན་	རྒྱན་	NOUN
གྱི་	གི་	PART
དོན་བསྡུས་	དོན་བསྡུས་	NOUN
སྣང་བྱེད་	སྣང་བྱེད་	PROPN
སྒྲོན་མེ་	སྒྲོན་མེ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
ཀརྨ་པ་	ཀརྨ་པ་	NO_POS
ཆོས་གྲགས་	ཆོས་གྲགས་	PROPN
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
འི་	གི་	PART
མངོན་རྟོགས་	མངོན་རྟོགས་	NOUN
རྒྱན་	རྒྱན་	NOUN
གྱི་	གི་	PART
རྒྱས་འགྲེལ་	རྒྱས་འགྲེལ་	OTHER
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
གསུམ་	གསུམ་	NUM
སྒྲོན་	སྒྲོན་	NOUN
གྱིས་	གིས་	PART
ལེགས་བཤད་	ལེགས་བཤད་	NOUN
དང་	དང་	NO_POS
སྦྱར་	སྦྱར་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
གཞུང་ཚིག་	གཞུང་ཚིག་	NO_POS
མཐའ་དག་	མཐའ་དག་	DET
དོན་	དོན་	NOUN
གྱི་	གི་	PART
སྦྱོར་ངག་	སྦྱོར་ངག་	NO_POS
ཏུ་	ལ་	PART
བཀོད་པ་	བཀོད་པ་	VERB
།		PUNCT
མངོན་རྟོགས་	མངོན་རྟོགས་	NOUN
རྒྱན་	རྒྱན་	NOUN
རྩ་འགྲེལ་	རྩ་འགྲེལ་	NOUN
གྱི་	གི་	PART
སྦྱོར་	སྦྱོར་	VERB
ཊཱིཀ་		NON_WORD
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
གསུམ་	གསུམ་	NUM
སྒྲོན་	སྒྲོན་	NOUN
ལ་	ལ་	PART
འཇུག་པ་	འཇུག་པ་	VERB
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
མཛད་	མཛད་	VERB
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
ཀརྨ་པ་	ཀརྨ་པ་	NO_POS
བརྒྱད་པ་	བརྒྱད་པ་	NUM
མི་	མི་	PART
བསྐྱོད་	བསྐྱོད་	VERB
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ས་	གིས་	PART
ཤེར་ཕྱིན་	ཤེར་ཕྱིན་	PROPN
མངོན་རྟོགས་	མངོན་རྟོགས་	NOUN
རྒྱན་	རྒྱན་	NOUN
གྱི་	གི་	PART
འགྲེལ་ཆེན་	འགྲེལ་ཆེན་	NOUN
རྗེ་བཙུན་	རྗེ་བཙུན་	NOUN
ངལ་གསོ་	ངལ་གསོ་	OTHER
གསུང་རྩོམ་	གསུང་རྩོམ་	OTHER
གནང་	གནང་	NO_POS
སྟེ་	སྟེ་	PART
།		PUNCT
ཕྱི་རབས་	ཕྱི་རབས་	OTHER
གདུལ་བྱ་	གདུལ་བྱ་	NOUN
རྣམས་	རྣམས་	DET
ཀྱིས་	གིས་	PART
རྨོངས་	རྨོངས་	VERB
མུན་སེལ་བ་	མུན་སེལ་བ་	NOUN
འི་	གི་	PART
སྒྲོན་མེ་	སྒྲོན་མེ་	NOUN
ལྟ་བུ་	ལྟ་བུ་	NOUN
ར་	ལ་	PART
གྱུར་	གྱུར་	VERB
།		PUNCT
རྗེ་	རྗེ་	NO_POS
དེ་	དེ་	DET
འི་	གི་	PART
སྲ་	སྲ་	NOUN
ཀྱི་	གི་	PART
ཐུ་བོ་	ཐུ་བོ་	ADJ
ཞྭ་དམར་	ཞྭ་དམར་	PROPN
དཀོན་མཆོག་	དཀོན་མཆོག་	NOUN
ཡན་ལག་	ཡན་ལག་	NOUN
གིས་	གིས་	PART
རྗེ་	རྗེ་	NO_POS
བརྒྱད་པ་	བརྒྱད་པ་	NUM
འི་	གི་	PART
འགྲེལ་ཆེན་	འགྲེལ་ཆེན་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
ཉུང་ངུ་	ཉུང་ངུ་	ADJ
ར་	ལ་	PART
བསྡུས་པ་	བསྡུས་པ་	VERB
འི་	གི་	PART
མངོན་རྟོགས་	མངོན་རྟོགས་	NOUN
རྒྱན་	རྒྱན་	NOUN
གྱི་	གི་	PART
འགྲེལ་པ་	འགྲེལ་པ་	NOUN
ཉུང་ངུ་	ཉུང་ངུ་	ADJ
རྣམ་གསལ་	རྣམ་གསལ་	OTHER
ལྗགས་	ལྗགས་	NOUN
རྩོམ་	རྩོམ་	VERB
མཛད་	མཛད་	VERB
།		PUNCT
གཞན་	གཞན་	DET
ཡང་	ཀྱང་	PART
འབྲུག་པ་	འབྲུག་པ་	OTHER
ཀུན་མཁྱེན་	ཀུན་མཁྱེན་	OTHER
པད་དཀར་	པད་དཀར་	OTHER
གྱི་	གི་	PART
མངོན་རྟོགས་	མངོན་རྟོགས་	NOUN
རྒྱན་	རྒྱན་	NOUN
གྱི་	གི་	PART
འགྲེལ་པ་	འགྲེལ་པ་	NOUN
བྱམས་པ་	བྱམས་པ་	PROPN
འི་	གི་	PART
ཞལ་ལུང་	ཞལ་ལུང་	OTHER
།		PUNCT
ཤེར་ཕྱིན་	ཤེར་ཕྱིན་	PROPN
ལུང་	ལུང་	NOUN
ལ་	ལ་	PART
འཇུག་	འཇུག་	VERB
སྒོ་	སྒོ་	NOUN
།		PUNCT
འཛི་	འཛི་	OTHER
སྒ་		
བསོད་ནམས་	བསོད་ནམས་	NOUN
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
འི་	གི་	PART
ཕར་ཕྱིན་	ཕར་ཕྱིན་	NOUN
ཊཱི་		NON_WORD
ཀ་	ཀ་	DET
ཁྲོ་	ཁྲོ་	VERB
ཕུ་	ཕུ་	NOUN
བུ་	བུ་	NOUN
སྟོན་	སྟོན་	VERB
རིན་ཆེན་	རིན་ཆེན་	OTHER
གྲུབ་	གྲུབ་	VERB
ཀྱི་	གི་	PART
ཤེར་ཕྱིན་	ཤེར་ཕྱིན་	PROPN
ལུང་	ལུང་	NOUN
གི་	གི་	PART
སྙེ་མ་	སྙེ་མ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
ལུང་	ལུང་	NOUN
སྙེའི་		NON_WORD
ཟུར་འདེབས་	ཟུར་འདེབས་	NO_POS
མཐོང་ལམ་	མཐོང་ལམ་	NOUN
སྟོང་ཐུན་	སྟོང་ཐུན་	OTHER
།		PUNCT
ཕར་ཕྱིན་	ཕར་ཕྱིན་	NOUN
ལྟ་བ་	ལྟ་བ་	VERB
ངན་སེལ་	ངན་སེལ་	OTHER
།		PUNCT
ཡུམ་	ཡུམ་	NOUN
རྒྱ་	རྒྱ་	VERB
འབྲིང་	འབྲིང་	NOUN
བསྡུས་པ་	བསྡུས་པ་	VERB
འི་	གི་	PART
དོན་	དོན་	NOUN
བདུན་ཅུ་	བདུན་ཅུ་	NO_POS
འི་	གི་	PART
གཞུང་	གཞུང་	NOUN
གི་	གི་	PART
མཚམས་	མཚམས་	NOUN
འབྱེད་	འབྱེད་	VERB
ཤེར་ཕྱིན་	ཤེར་ཕྱིན་	PROPN
ལྡེ་མིག་	ལྡེ་མིག་	NOUN
།		PUNCT
འགོ་	འགོ་	PROPN
ལོ་	གོ་	PART
གཞོན་ནུ་	གཞོན་ནུ་	ADJ
དཔལ་	དཔལ་	OTHER
གྱི་	གི་	PART
ཕར་ཕྱིན་	ཕར་ཕྱིན་	NOUN
རྣམ་བཤད་	རྣམ་བཤད་	NOUN
ཆེ་ཆུང་	ཆེ་ཆུང་	ADJ
གཉིས་	གཉིས་	NUM
སོགས་	སོགས་	DET
རང་ལུགས་	རང་ལུགས་	NOUN
ཤེར་ཕྱིན་	ཤེར་ཕྱིན་	PROPN
འགྲེལ་པ་	འགྲེལ་པ་	NOUN
ཆེ་	ཆེ་	VERB
མང་པོ་	མང་པོ་	ADJ
བཞུགས་	བཞུགས་	VERB
ཀྱང་	ཀྱང་	PART
མཚན་	མཚན་	NOUN
སྨོས་	སྨོས་	VERB
འདི་ཙམ་	འདི་ཙམ་	NO_POS
གྱིས་	གིས་	PART
འཐུས་པ་	འཐུས་པ་	NO_POS
ར་	ལ་	PART
བྱ་	བྱ་	VERB
སོ་	གོ་	PART
།།		PUNCT
སྐབས་	སྐབས་	NOUN
སུ་	ལ་	PART
བབ་པ་	བབ་པ་	VERB
འི་	གི་	PART
གླེང་	གླེང་	NO_POS
བྱ་	བྱ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
རང་ཅག་	རང་ཅག་	PRON
རྣམས་	རྣམས་	DET
ཀྱི་	གི་	PART
བཀའ་དྲིན་	བཀའ་དྲིན་	NOUN
བླ་	བླ་	NOUN
ན་	ལ་	PART
མཆིས་པ་	མཆིས་པ་	VERB
དོན་	དོན་	NOUN
གྱི་	གི་	PART
སླད་	སླད་	NOUN
དུ་	ལ་	PART
མཚན་	མཚན་	NOUN
ན་	ནས་	PART
སྨོས་	སྨོས་	VERB
ན་	ལ་	PART
ཀརྨ་	ཀརྨ་	NO_POS
བློ་གྲོས་	བློ་གྲོས་	NOUN
རིང་ལུགས་	རིང་ལུགས་	OTHER
སྨྲ་བ་	སྨྲ་བ་	VERB
འི་	གི་	PART
སེང་གེ་	སེང་གེ་	NOUN
འམ་	གམ་	PART
།		PUNCT
		
སྐྱབས་རྗེ་	སྐྱབས་རྗེ་	OTHER
ཡོངས་འཛིན་	ཡོངས་འཛིན་	OTHER
མཁན་ཆེན་	མཁན་ཆེན་	OTHER
ཁྲ་	ཁྲ་	NOUN
འགུ་		NON_WORD
རིན་པོ་ཆེ་	རིན་པོ་ཆེ་	ADJ
མཆོག་	མཆོག་	ADJ
གིས་	གིས་	PART
ཀརྨ་པ་	ཀརྨ་པ་	NO_POS
མི་	མི་	PART
བསྐྱོད་	བསྐྱོད་	VERB
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འི་	གི་	PART
ཤེར་ཕྱིན་	ཤེར་ཕྱིན་	PROPN
མངོན་རྟོགས་	མངོན་རྟོགས་	NOUN
རྒྱན་	རྒྱན་	NOUN
གྱི་	གི་	PART
ཊཱིཀ་		NON_WORD
ཆེན་	ཆེན་	NO_POS
རྗེ་བཙུན་	རྗེ་བཙུན་	NOUN
ངལ་གསོ་	ངལ་གསོ་	OTHER
འི་	གི་	PART
ཚིག་འགྲེལ་	ཚིག་འགྲེལ་	NOUN
ཟུར་བཀོལ་	ཟུར་བཀོལ་	OTHER
དུ་	ལ་	PART
མཛད་པ་	མཛད་པ་	VERB
འདི་ཉིད་	འདི་ཉིད་	OTHER
གདུལ་བྱ་	གདུལ་བྱ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
དང་པོ་པ་	དང་པོ་པ་	ADJ
རྣམས་	རྣམས་	DET
ལ་	ལ་	PART
ཕན་	ཕན་	NOUN
ཐོགས་	ཐོགས་	VERB
ཆེ་	ཆེ་	VERB
ངེས་	ངེས་	VERB
སུ་	ལ་	PART
དམིགས་	དམིགས་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
ད་ལམ་	ད་ལམ་	NO_POS
		
སྐྱབས་རྗེ་	སྐྱབས་རྗེ་	OTHER
མཁན་ཆེན་	མཁན་ཆེན་	OTHER
ཁྲ་	ཁྲ་	NOUN
འགུ་		NON_WORD
རིན་པོ་ཆེ་	རིན་པོ་ཆེ་	ADJ
དགུང་གྲངས་	དགུང་གྲངས་	OTHER
བདུན་ཅུ་	བདུན་ཅུ་	NO_POS
དོན་	དོན་	NOUN
ལྔ་	ལྔ་	NUM
ར་	ལ་	PART
ཕེབས་པ་	ཕེབས་པ་	VERB
འི་	གི་	PART
སྐུ་	སྐུ་	NOUN
འི་	གི་	PART
འཁྲུངས་སྐར་	འཁྲུངས་སྐར་	OTHER
དང་	དང་	NO_POS
སྟབས་བསྟུན་	སྟབས་བསྟུན་	OTHER
འདི་ག་	འདི་ག་	NO_POS
ཝཱ་	ཝཱ་	NO_POS
ཎ་		NON_WORD
བཛྲ་	བཛྲ་	NO_POS
བིདྱཱ་		NON_WORD
དཔེ་མཛོད་	དཔེ་མཛོད་	OTHER
ཁང་	ཁང་	NOUN
ན་	ནས་	PART
འགྲོ་གྲོན་	འགྲོ་གྲོན་	NO_POS
བཏང་	བཏང་	VERB
སྟེ་	སྟེ་	PART
པར་སྐྲུན་	པར་སྐྲུན་	OTHER
འགྲེམས་	འགྲེམས་	NO_POS
སྤེལ་	སྤེལ་	VERB
ཞུས་པ་	ཞུས་པ་	VERB
ལགས་	ལགས་	AUX
།		PUNCT
འཕགས་ཡུལ་	འཕགས་ཡུལ་	NOUN
གྲོང་ཁྱེར་	གྲོང་ཁྱེར་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
ཝཱ་	ཝཱ་	NO_POS
ར་	ར་	ADP
ཎ་		NON_WORD
སཱི་		NON_WORD
དྲང་སྲོང་	དྲང་སྲོང་	NOUN
ལྷུང་བ་	ལྷུང་བ་	VERB
རི་དྭགས་	རི་དྭགས་	NOUN
ཀྱི་	གི་	PART
ནགས་	ནགས་	NOUN
།		PUNCT
བཛྲ་	བཛྲ་	NO_POS
བིདྱཱ་		NON_WORD
དཔེ་མཛོད་	དཔེ་མཛོད་	OTHER
ཁང་	ཁང་	NOUN
ན་	ནས་	PART
དགེ་སློང་	དགེ་སློང་	NOUN
ཚེ་རིང་པ་	ཚེ་རིང་པ་	NOUN
ས་	གིས་	PART
།		PUNCT
སྤྱི་ལོ་	སྤྱི་ལོ་	NOUN
		
ཟླ་	ཟླ་	NOUN
		
ཚེ་	ཚེ་	NOUN
		
ལ་	ལ་	PART
།༄༅། །		PUNCT
ཀརྨ་པ་	ཀརྨ་པ་	NO_POS
མི་	མི་	PART
བསྐྱོད་	བསྐྱོད་	VERB
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འི་	གི་	PART
ཤེར་ཕྱིན་	ཤེར་ཕྱིན་	PROPN
མངོན་རྟོགས་	མངོན་རྟོགས་	NOUN
རྒྱན་	རྒྱན་	NOUN
གྱི་	གི་	PART
ཊཱིཀ་		NON_WORD
ཆེན་	ཆེན་	NO_POS
རྗེ་བཙུན་	རྗེ་བཙུན་	NOUN
ངལ་གསོ་	ངལ་གསོ་	OTHER
འི་	གི་	PART
ཚིག་འགྲེལ་	ཚིག་འགྲེལ་	NOUN
		
ཟུར་བཀོལ་	ཟུར་བཀོལ་	OTHER
བཞུགས་	བཞུགས་	VERB
སོ་	གོ་	PART
།། ༄༅། །		PUNCT
རྒྱལ་	རྒྱལ་	VERB
དང་	དང་	NO_POS
དེ་	སྟེ་	PART
སྲ་	སྲ་	NOUN
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
སེམས་དཔའ་	སེམས་དཔའ་	NOUN
སོགས་	སོགས་	DET
།།		PUNCT
སྐྱེད་བྱེད་	སྐྱེད་བྱེད་	NOUN
རྒྱལ་ཡུམ་	རྒྱལ་ཡུམ་	OTHER
ཤེས་རབ་	ཤེས་རབ་	NOUN
ཕར་ཕྱིན་	ཕར་ཕྱིན་	NOUN
གྱི་	གི་	PART
།།		PUNCT
མདོ་	མདོ་	NOUN
དང་	དང་	NO_POS
བསྟན་བཅོས་	བསྟན་བཅོས་	NOUN
དྲི་མ་	དྲི་མ་	NOUN
མེད་	མེད་	VERB
རྣམས་	རྣམས་	DET
ལ་	ལ་	PART
།།		PUNCT
རྟག་	རྟག་	VERB
ཏུ་	ལ་	PART
གུས་པ་	གུས་པ་	VERB
འི་	གི་	PART
ཡིད་	ཡིད་	NOUN
ཀྱི་	གི་	PART
ཉེ་བ་		
བསྟེན་	བསྟེན་	VERB
།།		PUNCT
མི་	མི་	PART
བསྐྱོད་	བསྐྱོད་	VERB
རྒྱལ་བ་	རྒྱལ་བ་	NOUN
འི་	གི་	PART
རྗེ་བཙུན་	རྗེ་བཙུན་	NOUN
ངལ་གསོ་	ངལ་གསོ་	OTHER
ལ་	ལ་	PART
།།		PUNCT
བློ་གྲོས་	བློ་གྲོས་	NOUN
གསར་བུ་	གསར་བུ་	NOUN
འཇུག་པ་	འཇུག་པ་	VERB
ར་	ལ་	PART
བདེ་བ་	བདེ་བ་	VERB
འི་	གི་	PART
ཆེད་	ཆེད་	NOUN
།།		PUNCT
རྩ་བ་	རྩ་བ་	NOUN
འི་	གི་	PART
ཚིག་འགྲེལ་	ཚིག་འགྲེལ་	NOUN
ཙམ་	ཙམ་	DET
ཞིག་	ཅིག་	PART
ཕྱོགས་	ཕྱོགས་	NOUN
བསྒྲིགས་	བསྒྲིགས་	NO_POS
ཀྱིས་	གིས་	PART
།།		PUNCT
རང་བཟོ་	རང་བཟོ་	NO_POS
འི་	གི་	PART
བཅོ་	བཅོ་	NUM
ས་	གིས་	PART
བསླད་	བསླད་	NO_POS
མེད་པ་	མེད་པ་	VERB
ར་	ལ་	PART
འགོད་པ་	འགོད་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
།།		PUNCT
དེ་	དེ་	DET
འང་	ཀྱང་	PART
གནས་	གནས་	NOUN
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
འི་	གི་	PART
ཁབ་	ཁབ་	NOUN
བྱ་རྒོད་	བྱ་རྒོད་	NOUN
ཕུང་པོ་	ཕུང་པོ་	NOUN
འི་	གི་	PART
རི་	རི་	NOUN
ལ་	ལ་	PART
འཁོར་	འཁོར་	NOUN
རྣམ་པ་	རྣམ་པ་	NOUN
བཞི་	བཞི་	NUM
དང་	དང་	NO_POS
།		PUNCT
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
སེམས་དཔ་	སེམས་དཔའ་	NOUN
འི་	གི་	PART
ཚོགས་	ཚོགས་	NOUN
དཔག་	དཔག་	VERB
ཏུ་	ལ་	PART
མེད་པ་	མེད་པ་	VERB
རྣམས་	རྣམས་	DET
ལ་	ལ་	PART
དངོས་བསྟན་	དངོས་བསྟན་	NO_POS
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
ཐར་པ་	ཐར་པ་	VERB
འི་	གི་	PART
སྒོ་གསུམ་	སྒོ་གསུམ་	OTHER
ལ་	ལ་	ADP
ས་	གིས་	PART
བརྩམས་	བརྩམས་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
ཟབ་མོ་	ཟབ་མོ་	ADJ
སྟོང་པ་ཉིད་	སྟོང་པ་ཉིད་	NOUN
ཀྱི་	གི་	PART
ཚུལ་	ཚུལ་	NOUN
བསྟན་པ་	བསྟན་པ་	VERB
ས་	གིས་	PART
སྦས་དོན་	སྦས་དོན་	OTHER
མངོན་རྟོགས་	མངོན་རྟོགས་	NOUN
བརྒྱད་	བརྒྱད་	NUM
གདུལ་བྱ་	གདུལ་བྱ་	NOUN
འི་	གི་	PART
རྒྱུད་	རྒྱུད་	NOUN
ལ་	ལ་	PART
ཇི་ལྟ་		
སྐྱེ་བ་	སྐྱེ་བ་	VERB
འི་	གི་	PART
རིམ་པ་	རིམ་པ་	NOUN
ཡན་ལག་	ཡན་ལག་	NOUN
གི་	གི་	PART
དོན་	དོན་	NOUN
བདུན་ཅུ་	བདུན་ཅུ་	NO_POS
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
ལེགས་པ་	ལེགས་པ་	VERB
ར་	ལ་	PART
རྟོགས་པ་	རྟོགས་པ་	VERB
འི་	གི་	PART
ཐབས་	ཐབས་	NOUN
སུ་	ལ་	PART
སྒོ་གསུམ་	སྒོ་གསུམ་	OTHER
རྣམ་	རྣམ་	NOUN
གྲངས་	གྲངས་	NOUN
བཅུ་གཅིག་	བཅུ་གཅིག་	NO_POS
གི་	གི་	PART
སྒོ་	སྒོ་	NOUN
ན་	ནས་	PART
འཆད་པ་	འཆད་པ་	VERB
ར་	ལ་	PART
མཛད་	མཛད་	VERB
དོ་	གོ་	PART
།།		PUNCT
དེ་ཡང་	དེ་ཡང་	ADV
ཉོན་པ་	ཉོན་པ་	VERB
ར་	ལ་	PART
བྱེད་པ་	བྱེད་པ་	VERB
འི་	གི་	PART
སྒོ་གསུམ་	སྒོ་གསུམ་	OTHER
ནི་	ནི་	NO_POS
།		PUNCT
འགོ་	འགོ་	NO_POS
སྨོས་པ་	སྨོས་པ་	VERB
འི་	གི་	PART
གོ་བ་	གོ་བ་	VERB
རྣམས་	རྣམས་	DET
ཀྱི་	གི་	PART
ངོ་	ངོ་	PART
ར་	ལ་	PART
བསྡུ་	བསྡུ་	VERB
ཏེ་	སྟེ་	PART
བསྟན་པ་	བསྟན་པ་	VERB
འི་	གི་	PART
སྒོ་	སྒོ་	NOUN
།		PUNCT
སྤྲོས་པ་	སྤྲོས་པ་	VERB
ཙམ་	ཙམ་	DET
གྱིས་	གིས་	PART
གོ་བ་	གོ་བ་	VERB
རྣམས་	རྣམས་	DET
ཀྱི་	གི་	PART
ངོ་	ངོ་	PART
ར་	ལ་	PART
འབྲིང་	འབྲིང་	NOUN
དུ་	ལ་	PART
བསྟན་པ་	བསྟན་པ་	VERB
འི་	གི་	PART
སྒོ་	སྒོ་	NOUN
།		PUNCT
ཚིག་	ཚིག་	NOUN
ལ་	ལ་	PART
འཆེལ་བ་	འཆེལ་བ་	NO_POS
རྣམས་	རྣམས་	DET
ཀྱི་	གི་	PART
ངོ་	ངོ་	PART
ར་	ལ་	PART
རྒྱས་པ་	རྒྱས་པ་	VERB
ར་	ལ་	PART
བཤད་པ་	བཤད་པ་	VERB
འི་	གི་	PART
སྒོ་	སྒོ་	NOUN
རྣམས་	རྣམས་	DET
